x,y,z,t
164.39024,-324.23780,-164.90854,49.99049
217.07317,-111.28049,-72.31707,50.09443
94.93902,240.51829,103.38415,50.19841
34.87805,203.71951,39.39024,50.30235
12.80488,112.13415,11.79878,50.40626
346.70732,-508.04878,-182.10366,50.51027
-156.37195,273.90244,-18.99390,50.61440
251.21951,-447.98780,-188.23171,50.71832
-96.55488,309.93902,-86.89024,50.82221
129.20732,-767.22561,-119.39024,50.92611
-137.95732,544.81707,-64.14634,51.02998
-12.46951,-444.78659,-21.49390,51.13392
-20.67073,321.52439,3.87195,51.23787
-421.98171,428.81098,207.77439,51.34180
351.70732,-429.93902,-295.06098,51.44580
-478.90244,678.07927,226.46341,51.54972
338.10976,-666.21951,-192.53049,51.65366
-107.59146,270.48780,56.95122,51.75755
5.27439,-128.75000,-16.40244,51.86150
-2.77439,9.02439,-2.28659,51.96544
8.50610,-5.09146,-5.24390,52.06947
-6.67683,-10.64024,4.32927,52.17334
-1.06707,39.23780,8.26220,52.27733
13.59756,51.34146,18.87195,52.38119
3.65854,-15.03049,-3.29268,52.48509
-11.67683,0.36585,1.64634,52.58901
2.53049,7.83537,2.19512,52.69293
2.80488,-0.97561,-1.43293,52.79685
-4.81707,2.86585,1.31098,52.90076
-0.54878,1.03659,0.12195,53.00468
0.00000,2.19512,-0.73171,53.10854
-0.76220,3.20122,0.15244,53.21253
-0.97561,1.18902,0.67073,53.31647
-1.37195,1.43293,0.00000,53.42038
-0.06098,1.58537,-0.67073,53.52429
-0.97561,0.67073,-0.85366,53.62821
-1.09756,1.73780,-0.60976,53.73210
-1.64634,1.34146,0.94512,53.83601
-1.76829,0.67073,0.09146,53.93990
-1.85976,1.31098,0.15244,54.04378
-9.84756,50.51829,-17.04268,54.14767
80.67073,-35.30488,-41.12805,54.25163
-1.64634,-28.96341,120.91463,54.35552
-323.38415,314.78659,212.40854,54.45940
215.06098,-351.55488,-63.23171,54.56332
-426.89024,591.52439,447.68293,54.66726
179.26829,124.39024,-164.42073,54.77117
-182.07317,95.06098,189.20732,54.87516
-0.27439,393.17073,4.57317,54.97916
-423.26220,-60.76220,196.28049,55.08320
45.60976,483.78049,-106.64634,55.18733
-497.19512,-193.32317,13.62805,55.29127
160.00000,582.62195,-337.92683,55.39518
-348.41463,-468.23171,-20.91463,55.49909
48.62805,635.76220,-292.40854,55.60298
-280.57927,-314.84756,186.09756,55.70692
14.17683,577.04268,-141.34146,55.81088
46.58537,-176.67683,-65.24390,55.91484
-71.98171,91.64634,192.22561,56.01883
540.57927,-187.77439,-108.07927,56.12278
-845.24390,-76.76829,306.12805,56.22675
681.09756,76.43293,-434.02439,56.33067
-409.96951,-505.48780,66.03659,56.43464
-33.47561,433.41463,-323.26220,56.53858
247.95732,-358.29268,-107.77439,56.64249
-267.28659,-75.67073,-196.73780,56.74646
13.44512,46.40244,127.07317,56.85034
499.29878,11.28049,-244.02439,56.95427
-510.18293,-237.59146,-26.70732,57.05819
245.94512,-237.98780,45.48780,57.16210
295.21341,59.32927,-216.28049,57.26600
-739.78659,309.11585,372.19512,57.36993
573.47561,-371.73780,-139.51220,57.47387
-16.43293,-55.97561,-176.06707,57.57778
-499.54268,305.45732,384.78659,57.68167
229.90854,104.35976,-43.78049,57.78556
-53.07927,81.92073,14.81707,57.88946
-47.62195,-41.37195,7.34756,57.99349
8.23171,12.13415,-14.60366,58.09750
22.59146,15.73171,3.01829,58.20149
1.21951,18.14024,-9.75610,58.30551
-6.34146,-5.12195,-0.85366,58.40946
-2.74390,1.21951,0.36585,58.51341
-0.54878,2.95732,0.21341,58.61748
-2.98780,0.33537,0.36585,58.72140
-4.08537,0.97561,-4.63415,58.82536
6.73780,-10.24390,-4.02439,58.92927
-5.76220,6.49390,0.85366,59.03323
-6.09756,-7.13415,1.46341,59.13713
5.33537,15.15244,6.55488,59.24104
0.27439,-2.22561,0.24390,59.34495
